MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1338803	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	10		negative thymic T cell selection	happens in medullary thymic epithelial cell		IGI	MGI:1277186 	J:196474 	
MGI:1918775	Ankle1	ankyrin repeat and LEM domain containing 1	8	NOT	regulation of alpha-beta T cell differentiation			IMP		J:235782 	
MGI:1918775	Ankle1	ankyrin repeat and LEM domain containing 1	8	NOT	regulation of T cell differentiation in thymus			IMP		J:235782 	
MGI:96819	Anxa1	annexin A1	19		alpha-beta T cell differentiation			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		alpha-beta T cell differentiation			IMP		J:169943 	
MGI:96819	Anxa1	annexin A1	19		negative regulation of T-helper 2 cell differentiation			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		negative regulation of T-helper 2 cell differentiation			ISO	P04083 	J:164563 	
MGI:96819	Anxa1	annexin A1	19		positive regulation of T-helper 1 cell differentiation			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		positive regulation of T-helper 1 cell differentiation			ISO	P04083 	J:164563 	
MGI:1333879	Ap3b1	adaptor-related protein complex 3, beta 1 subunit	13		positive regulation of NK T cell differentiation			IMP	MGI:1856989 	J:86243 	
MGI:107734	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	10		positive regulation of NK T cell differentiation			IMP	MGI:1856083 	J:86243 	
MGI:88039	Apc	APC, WNT signaling pathway regulator	18		T cell differentiation in thymus	happens in thymus		IMP	MGI:3589207 	J:100461 	
MGI:1277186	Atg5	autophagy related 5	10		negative thymic T cell selection	happens in medullary thymic epithelial cell		IGI	MGI:1338803 	J:196474 	
MGI:1277186	Atg5	autophagy related 5	10		negative thymic T cell selection	happens in medullary thymic epithelial cell		IMP	MGI:3612279 	J:196474 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		T-helper cell differentiation	results in the differentiation of CD4-positive helper T cell		IMP	MGI:1856466 	J:13154 	
MGI:88127	B2m	beta-2 microglobulin	2		T cell differentiation in thymus			IGI	MGI:95663 	J:141145 	
MGI:1096330	Bad	BCL2-associated agonist of cell death	19		positive regulation of T cell differentiation			IMP	MGI:3029528 	J:88139 	
MGI:1859147	Batf	basic leucine zipper transcription factor, ATF-like	12		T-helper 17 cell differentiation			IMP		J:160935 J:172119 	
MGI:1859147	Batf	basic leucine zipper transcription factor, ATF-like	12		T-helper 17 cell lineage commitment			IMP		J:150643 J:190118 	
MGI:1859147	Batf	basic leucine zipper transcription factor, ATF-like	12		T-helper 2 cell differentiation			IMP		J:160935 J:172119 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		CD8-positive, alpha-beta T cell lineage commitment	happens in bone marrow,results in a cell's commitment to CD8-positive, alpha-beta T cell|happens in thymus,results in a cell's commitment to CD8-positive, alpha-beta T cell|happens in spleen,results in a cell's commitment to CD8-positive, alpha-beta T cell|happens in lymph node,results in a cell's commitment to CD8-positive, alpha-beta T cell		IMP	MGI:2156165 	J:73660 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		T cell differentiation			IGI	MGI:96562 	J:41239 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		T cell differentiation	results in the differentiation of T cell		IMP	MGI:2156165 	J:73660 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		T cell differentiation in thymus			IMP	MGI:2156165 	J:38087 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IMP	MGI:2156165 	J:73660 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		T cell lineage commitment	happens in spleen,happens in T cell		IMP	MGI:2156165 	J:31364 	
MGI:1278325	Bcl2a1d	B cell leukemia/lymphoma 2 related protein A1d	9		T cell differentiation			IMP		J:96628 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		T-helper 2 cell differentiation	results in the differentiation of T-helper 2 cell		IMP	MGI:2158443 	J:107516 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		negative regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IGI	MGI:96559 	J:81987 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		positive regulation of regulatory T cell differentiation			ISO	P41182 	J:164563 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		regulation of memory T cell differentiation	regulates the differentiation of memory T cell		IMP	MGI:2158436 	J:91924 	
MGI:106190	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)	11		T cell differentiation			IMP	MGI:2663941 	J:83646 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		alpha-beta T cell differentiation	results in the differentiation of alpha-beta T cell		IMP	MGI:2663971 	J:83651 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		positive T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:3767620 	J:128515 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		T cell differentiation in thymus	results in the differentiation of thymocyte		IMP	MGI:2663971 	J:131680 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		T cell receptor V(D)J recombination	happens in thymus,happens in T cell		IMP	MGI:2663971 	J:83651 	
MGI:1328362	Blm	Bloom syndrome, RecQ like helicase	7		alpha-beta T cell differentiation	happens in thymus,results in the differentiation of DN4 thymocyte		IMP	MGI:3053044 MGI:3663359 	J:118992 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		positive regulation of immature T cell proliferation in thymus			IMP		J:105559 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		negative regulation of immature T cell proliferation in thymus			ISO	P12644 	J:164563 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		negative regulation of T cell differentiation in thymus			ISO	P12644 	J:164563 	
MGI:88190	Braf	Braf transforming gene	6		alpha-beta T cell differentiation	results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:3711006 	J:194392 	
MGI:88190	Braf	Braf transforming gene	6		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP	MGI:1857579 	J:131579 	
MGI:88190	Braf	Braf transforming gene	6		CD4-positive, alpha-beta T cell differentiation			IMP	MGI:3711006 	J:194392 	
MGI:88190	Braf	Braf transforming gene	6		positive T cell selection			IMP	MGI:3711006 	J:194392 	
MGI:88190	Braf	Braf transforming gene	6		regulation of T cell differentiation			IMP	MGI:1857579 	J:131579 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		positive regulation of regulatory T cell differentiation			IDA		J:202549 	
MGI:1932027	Btnl1	butyrophilin-like 1	17		extrathymic T cell selection	happens in gut epithelium,generates gamma-delta intraepithelial T cell		IGI	MGI:1932038 	J:236526 	
MGI:1932027	Btnl1	butyrophilin-like 1	17		extrathymic T cell selection	happens in gut epithelium,generates gamma-delta intraepithelial T cell		IMP		J:236526 	
MGI:1932038	Btnl6	butyrophilin-like 6	17		extrathymic T cell selection	happens in gut epithelium,generates gamma-delta intraepithelial T cell		IGI	MGI:1932027 	J:236526 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2	NOT	T cell differentiation	happens in thymus,results in the differentiation of T cell		IMP	MGI:1856936 	J:115345 	
MGI:1916978	Card11	caspase recruitment domain family, member 11	5		regulation of T cell differentiation			IMP	MGI:3039682 	J:89322 	
MGI:1916978	Card11	caspase recruitment domain family, member 11	5		thymic T cell selection	has the participant CD4-positive, alpha-beta T cell		IMP	MGI:3039682 	J:89322 	
MGI:2685431	Carmil2	capping protein regulator and myosin 1 linker 2	8		positive regulation of regulatory T cell differentiation			IMP	MGI:4462559 MGI:5547539 	J:205441 	
MGI:99851	Cbfb	core binding factor beta	8		negative regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:131081 	
MGI:99851	Cbfb	core binding factor beta	8		positive regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:131081 	
MGI:1346316	Ccl19	chemokine (C-C motif) ligand 19	4		positive regulation of T-helper 1 cell differentiation			IDA		J:97971 	
MGI:1329031	Ccl20	chemokine (C-C motif) ligand 20	1	NOT	regulation of T-helper 17 cell differentiation			IDA		J:142071 	
MGI:106185	Ccr2	chemokine (C-C motif) receptor 2	9		positive regulation of T-helper 1 cell differentiation			IC	GO:0032729 	J:118487 	
MGI:106185	Ccr2	chemokine (C-C motif) receptor 2	9		regulation of T cell differentiation			IMP		J:247722 	
MGI:1333797	Ccr6	chemokine (C-C motif) receptor 6	17		DN2 thymocyte differentiation			IMP		J:233563 	
MGI:1333797	Ccr6	chemokine (C-C motif) receptor 6	17		DN3 thymocyte differentiation			IMP		J:233563 	
MGI:1333797	Ccr6	chemokine (C-C motif) receptor 6	17	NOT	regulation of T-helper 17 cell differentiation			IMP		J:142071 	
MGI:103011	Ccr7	chemokine (C-C motif) receptor 7	11		negative thymic T cell selection			IMP		J:149099 	
MGI:103011	Ccr7	chemokine (C-C motif) receptor 7	11		positive regulation of T-helper 1 cell differentiation			IC	GO:0016493 	J:97971 	
MGI:1341902	Ccr9	chemokine (C-C motif) receptor 9	9		CD8-positive, gamma-delta intraepithelial T cell differentiation			IMP	MGI:3654108 	J:219661 	
MGI:107674	Cd1d1	CD1d1 antigen	3		NK T cell differentiation			IMP		J:39748 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of NK T cell differentiation			IMP	MGI:2180713 	J:76976 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive regulation of NK T cell differentiation			IMP	MGI:2180711 	J:39748 	
MGI:107674	Cd1d1	CD1d1 antigen	3		positive thymic T cell selection			IMP	MGI:2180711 	J:39748 	
MGI:107674	Cd1d1	CD1d1 antigen	3		regulation of immature T cell proliferation in thymus			IMP		J:125679 	
MGI:88331	Cd3d	CD3 antigen, delta polypeptide	9		positive thymic T cell selection			IBA	PTN000060280 	J:265628 	
MGI:88331	Cd3d	CD3 antigen, delta polypeptide	9		positive thymic T cell selection			IMP		J:39925 	
MGI:88331	Cd3d	CD3 antigen, delta polypeptide	9		T cell differentiation			IBA	PTN000060280 	J:265628 	
MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9		negative thymic T cell selection	has the participant thymus,has the participant T cell		IDA		J:27768 	
MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9		positive thymic T cell selection			IBA	PTN000060280 	J:265628 	
MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9		T cell differentiation			IBA	PTN000060280 	J:265628 	
MGI:88333	Cd3g	CD3 antigen, gamma polypeptide	9		positive thymic T cell selection			IBA	PTN000060280 	J:265628 	
MGI:88333	Cd3g	CD3 antigen, gamma polypeptide	9		T cell differentiation			IBA	PTN000060280 	J:265628 	
MGI:88335	Cd4	CD4 antigen	6		T cell differentiation			ISO	P01730 	J:164563 	
MGI:88335	Cd4	CD4 antigen	6		T cell differentiation			ISS	P01730 	J:113701 	
MGI:88335	Cd4	CD4 antigen	6		T cell selection			ISO	P01730 	J:164563 	
MGI:88335	Cd4	CD4 antigen	6		T cell selection			ISS	P01730 	J:45168 	
MGI:88346	Cd8a	CD8 antigen, alpha chain	6		cytotoxic T cell differentiation			IBA	PTN000047644 	J:265628 	
MGI:88346	Cd8a	CD8 antigen, alpha chain	6		cytotoxic T cell differentiation			IMP	MGI:1857149 	J:68956 	
MGI:88326	Cd27	CD27 antigen	6		positive regulation of T cell differentiation			NAS		J:73129 	
MGI:88327	Cd28	CD28 antigen	1		negative thymic T cell selection	has the participant thymus		IMP	MGI:1857150 	J:56164 	
MGI:88327	Cd28	CD28 antigen	1		regulation of regulatory T cell differentiation			IGI	MGI:96756 MGI:98725 	J:170513 	
MGI:88327	Cd28	CD28 antigen	1		regulatory T cell differentiation			ISO	P10747 	J:164563 	
MGI:88338	Cd44	CD44 antigen	2		negative regulation of regulatory T cell differentiation			IMP		J:224716 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of memory T cell differentiation			ISO	P15529 	J:164563 	
MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1		positive regulation of regulatory T cell differentiation			ISO	P15529 	J:164563 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		negative regulation of T cell differentiation			IMP	MGI:1927205 	J:4119 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		negative thymic T cell selection			IMP	MGI:1927205 	J:4119 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of T cell differentiation			IMP	MGI:1927205 	J:4119 J:31624 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of T cell differentiation			IMP	MGI:1927530 	J:88532 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive thymic T cell selection			IMP	MGI:1927205 	J:4119 J:31624 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive thymic T cell selection			IMP	MGI:1927530 	J:88532 	
MGI:1328316	Cd83	CD83 antigen	13		positive regulation of CD4-positive, alpha-beta T cell differentiation	happens in spleen,regulates the differentiation of CD4-positive, alpha-beta T cell|happens in bone marrow,regulates the differentiation of CD4-positive, alpha-beta T cell|happens in blood,regulates the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3055293 	J:92721 	
MGI:1277162	Cdk6	cyclin-dependent kinase 6	5		T cell differentiation in thymus			IMP	MGI:3833563 MGI:5141514 	J:174697 	
MGI:104738	Cdkn2a	cyclin dependent kinase inhibitor 2A	4		negative regulation of immature T cell proliferation in thymus			IMP		J:105559 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		T cell differentiation			ISO	Q9P2D1 	J:164563 	
MGI:1298389	Clec4d	C-type lectin domain family 4, member d	6		T cell differentiation involved in immune response			IMP		J:203159 	
MGI:1861232	Clec4e	C-type lectin domain family 4, member e	6		T cell differentiation involved in immune response			IMP	MGI:5013826 	J:203159 	
MGI:1927155	Clptm1	cleft lip and palate associated transmembrane protein 1	7		regulation of T cell differentiation in thymus			IMP		J:42199 	
MGI:88554	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	13		regulation of regulatory T cell differentiation			IMP		J:171531 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		negative regulation of regulatory T cell differentiation			IBA	PTN000160996 	J:265628 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		negative regulation of regulatory T cell differentiation			ISO	P16410 	J:164563 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		T cell differentiation	happens in spleen		IMP	MGI:2148594 MGI:2448686 	J:86605 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		T cell differentiation in thymus	happens in thymus		IMP	MGI:1858008 	J:100461 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP	MGI:3664438 	J:112392 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		negative regulation of T cell differentiation	happens in thymus	PR:Q3TJI3	IDA		J:190708 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		positive regulation of T cell differentiation			IMP	MGI:3664438 	J:112392 	
MGI:2176159	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	6		regulation of T cell differentiation			IMP	MGI:3764691 	J:205957 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		regulation of regulatory T cell differentiation			IMP		J:138683 	
MGI:1859388	Dll4	delta like canonical Notch ligand 4	2		T cell differentiation			IDA		J:90630 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		T cell differentiation in thymus			IMP	MGI:2448686 MGI:3040717 	J:98985 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		negative thymic T cell selection			IMP	MGI:2152031 	J:84581 	
MGI:2149010	Dock2	dedicator of cyto-kinesis 2	11		positive thymic T cell selection			IMP	MGI:2152031 	J:84581 	
MGI:1261425	Drosha	drosha, ribonuclease type III	15		regulation of regulatory T cell differentiation			IMP		J:138683 	
MGI:1352744	Dtx1	deltex 1, E3 ubiquitin ligase	5		negative regulation of T cell differentiation	happens in bone marrow,regulates the differentiation of T cell		IDA		J:83687 	
MGI:1927070	Dusp10	dual specificity phosphatase 10	1		positive regulation of regulatory T cell differentiation			ISO	Q9Y6W6 	J:164563 	
MGI:1916048	Duxbl1	double homeobox B-like 1	14		regulation of T cell differentiation			IDA		J:163805 	
MGI:95295	Egr1	early growth response 1	18		T cell differentiation			IMP	MGI:2384433 	J:78245 	
MGI:1306780	Egr3	early growth response 3	14		positive regulation of T cell differentiation in thymus			IMP		J:174553 	
MGI:1306780	Egr3	early growth response 3	14		regulation of gamma-delta T cell differentiation			IDA		J:174553 	
MGI:1201683	Eomes	eomesodermin	9		CD8-positive, alpha-beta T cell differentiation involved in immune response			IBA	PTN002601220 	J:265628 	
MGI:1201683	Eomes	eomesodermin	9		CD8-positive, alpha-beta T cell differentiation involved in immune response			IDA		J:154842 	
MGI:1201683	Eomes	eomesodermin	9		CD8-positive, alpha-beta T cell differentiation involved in immune response			ISO	O95936 	J:164563 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		negative regulation of immature T cell proliferation in thymus	regulates a function/process that happens in thymus		IMP		J:116829 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		T cell differentiation			TAS		J:180458 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		T cell differentiation in thymus			IMP		J:176448 	
MGI:1341823	Fanca	Fanconi anemia, complementation group A	8		regulation of regulatory T cell differentiation			IBA	PTN000248169 	J:265628 	
MGI:1341823	Fanca	Fanconi anemia, complementation group A	8		regulation of regulatory T cell differentiation			IMP	MGI:2674094 	J:210175 	
MGI:2448480	Fancd2	Fanconi anemia, complementation group D2	6		regulation of regulatory T cell differentiation			IMP	MGI:2673422 	J:210175 	
MGI:95484	Fas	Fas (TNF receptor superfamily member 6)	19		negative thymic T cell selection			IMP	MGI:1856334 	J:56164 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		T cell differentiation involved in immune response			IBA	PTN000423688 	J:265628 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		T cell differentiation involved in immune response			IMP	MGI:2384004 	J:203159 	
MGI:103266	Fgl2	fibrinogen-like protein 2	5		negative regulation of memory T cell differentiation			IMP	MGI:3582343 	J:265133 	
MGI:95559	Flt3	FMS-like tyrosine kinase 3	5		pro-T cell differentiation			IMP	MGI:2384051 	J:27238 	
MGI:1347474	Foxj1	forkhead box J1	11		negative regulation of T cell differentiation in thymus			IMP		J:122222 	
MGI:102949	Foxn1	forkhead box N1	11		regulation of positive thymic T cell selection			IMP		J:207150 	
MGI:102949	Foxn1	forkhead box N1	11		regulation of T cell differentiation in thymus			IMP	MGI:5297717 	J:177992 	
MGI:102949	Foxn1	forkhead box N1	11		T cell lineage commitment			IMP		J:207150 	
MGI:1914004	Foxp1	forkhead box P1	6		T follicular helper cell differentiation			IDA		J:215934 	
MGI:1891436	Foxp3	forkhead box P3	X		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			TAS		J:136164 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T-helper 17 cell differentiation			ISO	Q9BZS1 	J:164563 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of CD4-positive, CD25-positive, alpha-beta regulatory T cell		IMP	MGI:1857034 	J:118845 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of induced T-regulatory cell		IMP	MGI:1857034 	J:137389 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			IMP	MGI:2654936 	J:82560 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3696705 	J:117165 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			TAS		J:136164 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of immature T cell proliferation in thymus	regulates a function/process that happens in thymus		IMP	MGI:1857034 	J:116829 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation	regulates the differentiation of T cell		IDA		J:116306 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation	regulates the differentiation of CD4-positive, alpha-beta T cell		IDA		J:117627 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation			IDA		J:82045 J:89682 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation			IMP	MGI:2654936 	J:97029 	
MGI:107692	Fut7	fucosyltransferase 7	2		CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	results in the differentiation of induced T-regulatory cell		IMP	MGI:2387664 	J:137389 	
MGI:108571	Fzd5	frizzled class receptor 5	1		T cell differentiation in thymus			IMP		J:67003 	
MGI:108570	Fzd7	frizzled class receptor 7	1		T cell differentiation in thymus			IMP		J:67003 	
MGI:108460	Fzd8	frizzled class receptor 8	18		T cell differentiation in thymus			IMP		J:67003 	
MGI:1346325	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	13		T-helper 1 cell differentiation			TAS		J:79231 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of T cell differentiation			IDA		J:175335 	
MGI:95663	Gata3	GATA binding protein 3	2		pro-T cell differentiation			IMP	MGI:2181200 MGI:3696958 MGI:4418042 	J:155686 	
MGI:95663	Gata3	GATA binding protein 3	2		regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CD4-positive helper T cell		IMP	MGI:3487291 	J:141145 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation			IDA		J:20161 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation			ISO	P04234 	J:18816 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IGI	MGI:88127 	J:141145 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:2153825 	J:37093 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:2683927 	J:86996 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:4418042 	J:155686 	
MGI:95663	Gata3	GATA binding protein 3	2		T-helper 2 cell differentiation			IDA		J:165738 	
MGI:95663	Gata3	GATA binding protein 3	2		thymic T cell selection			IMP	MGI:2683927 	J:86996 	
MGI:109368	Gimap1	GTPase, IMAP family member 1	6		T cell differentiation	happens in spleen,results in the differentiation of CD4-positive, alpha-beta T cell|happens in spleen,results in the differentiation of CD8-positive, alpha-beta T cell|happens in lymph node,results in the differentiation of CD4-positive, alpha-beta T cell|happens in lymph node,results in the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:2449947 MGI:4459837 	J:160782 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		negative regulation of alpha-beta T cell differentiation			IMP		J:151855 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		negative thymic T cell selection			IMP		J:151855 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		positive regulation of alpha-beta T cell differentiation			IMP		J:117284 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		T cell differentiation in thymus	happens in thymus,results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:1856276 	J:117284 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, alpha-beta intraepithelial T cell differentiation			IDA		J:219661 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, alpha-beta intraepithelial T cell differentiation			IMP	MGI:5708707 	J:219661 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, gamma-delta intraepithelial T cell differentiation			IDA		J:219661 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, gamma-delta intraepithelial T cell differentiation			IMP	MGI:5708707 	J:219661 	
MGI:2442034	Gpr183	G protein-coupled receptor 183	14		T follicular helper cell differentiation			IMP		J:233676 	
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	17		positive regulation of T cell differentiation			IDA		J:31625 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell differentiation			IMP	MGI:1861933 	J:31625 J:88532 	
